group,ngram,n,nontoxic_document_count,toxic_document_count,nontoxic_document_rate,toxic_document_rate
unanimous,dalam perang,2,56,2,0.0024163969795037757,0.0014134275618374558
unanimous,dalam pertempuran,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,dalam sejarah,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,dan beberapa,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,dan harus,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,dan juga,2,65,2,0.0028047464940668823,0.0014134275618374558
unanimous,dan mendukung,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,dan menjadi,2,42,2,0.0018122977346278317,0.0014134275618374558
unanimous,dan sekitarnya,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,dari antara,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,dari awal,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,dari indonesia,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,dari jalur,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,dari mana,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,dari mereka,2,40,2,0.001725997842502697,0.0014134275618374558
unanimous,dari negara,2,38,2,0.001639697950377562,0.0014134275618374558
unanimous,dari pada,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,dari para,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,dekat dengan,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,dengan berbagai,2,37,2,0.0015965480043149947,0.0014134275618374558
unanimous,dengan hamas,2,59,2,0.002545846817691478,0.0014134275618374558
unanimous,dengan klik,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,di acara,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,di aceh,2,278,2,0.011995685005393743,0.0014134275618374558
unanimous,di akhir,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,di bio,2,210,2,0.009061488673139158,0.0014134275618374558
unanimous,di bumi,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,di dalamnya,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,di hadapan,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,di hotel,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,di ig,2,44,2,0.0018985976267529665,0.0014134275618374558
unanimous,di jakarta,2,93,2,0.00401294498381877,0.0014134275618374558
unanimous,di lapangan,2,31,2,0.00133764832793959,0.0014134275618374558
unanimous,di masjid,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,di utara,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,dikenal sebagai,2,38,2,0.001639697950377562,0.0014134275618374558
unanimous,dikutip dari,2,125,2,0.005393743257820928,0.0014134275618374558
unanimous,dilakukan dengan,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,diri dari,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,dua kali,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,dukung anies,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,dunia yang,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,fatwa mui,2,55,2,0.0023732470334412083,0.0014134275618374558
unanimous,fisip ui,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,fosfor putih,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,ga gila,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,ga sih,2,36,2,0.0015533980582524273,0.0014134275618374558
unanimous,gara gara,2,50,2,0.002157497303128371,0.0014134275618374558
unanimous,gaza akan,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,gaza dengan,2,42,2,0.0018122977346278317,0.0014134275618374558
unanimous,gaza hamas,2,59,2,0.002545846817691478,0.0014134275618374558
unanimous,gaza ke,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,gaza palestine,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,genosida di,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,genosida israel,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,genosida yang,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,gila aja,2,74,2,0.0031930960086299894,0.0014134275618374558
unanimous,gila gila,2,78,2,0.003365695792880259,0.0014134275618374558
unanimous,gus dur,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,hal tersebut,2,94,2,0.004056094929881337,0.0014134275618374558
unanimous,hamas di,2,114,2,0.004919093851132686,0.0014134275618374558
unanimous,hampir gila,2,58,2,0.0025026968716289105,0.0014134275618374558
unanimous,hanya di,2,59,2,0.002545846817691478,0.0014134275618374558
unanimous,hanya itu,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,hari minggu,2,59,2,0.002545846817691478,0.0014134275618374558
unanimous,hari terakhir,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,hati dan,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,hati hati,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,https www,2,105,2,0.004530744336569579,0.0014134275618374558
unanimous,humanitarian duty,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,ibu hamil,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,indonesia emas,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,ini akan,2,67,2,0.002891046386192017,0.0014134275618374558
unanimous,ini dan,2,51,2,0.0022006472491909383,0.0014134275618374558
unanimous,ini dari,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,ini di,2,78,2,0.003365695792880259,0.0014134275618374558
unanimous,ini kami,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,ini karena,2,34,2,0.0014670981661272923,0.0014134275618374558
unanimous,ini sedang,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,ini ya,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,instagram com,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,insya allah,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,islam yang,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,israel atas,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,israel atau,2,31,2,0.00133764832793959,0.0014134275618374558
unanimous,israel benjamin,2,91,2,0.003926645091693636,0.0014134275618374558
unanimous,israel bisa,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,israel mengebom,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,israel pada,2,126,2,0.005436893203883495,0.0014134275618374558
unanimous,israel terus,2,67,2,0.002891046386192017,0.0014134275618374558
unanimous,its a,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,itu akan,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,itu bukan,2,53,2,0.0022869471413160735,0.0014134275618374558
unanimous,jangan sampai,2,58,2,0.0025026968716289105,0.0014134275618374558
unanimous,jauh lebih,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,jika kamu,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,juga akan,2,43,2,0.001855447680690399,0.0014134275618374558
unanimous,juga bisa,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,juru bicara,2,92,2,0.003969795037756203,0.0014134275618374558
unanimous,juta warga,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,kalau tidak,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,kalian yang,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,kalo mau,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,kami akan,2,54,2,0.002330097087378641,0.0014134275618374558
unanimous,kami di,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,kami juga,2,31,2,0.00133764832793959,0.0014134275618374558
unanimous,kapal induk,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,kata dia,2,44,2,0.0018985976267529665,0.0014134275618374558
unanimous,kata kata,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,ke arah,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,ke china,2,74,2,0.0031930960086299894,0.0014134275618374558
unanimous,ke negara,2,77,2,0.0033225458468176916,0.0014134275618374558
unanimous,ke tempat,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,keluarga besar,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,kembali ke,2,77,2,0.0033225458468176916,0.0014134275618374558
unanimous,kepada para,2,180,2,0.007766990291262136,0.0014134275618374558
unanimous,kepada warga,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,ketika israel,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,kita harus,2,50,2,0.002157497303128371,0.0014134275618374558
unanimous,konflik palestina,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,lagi di,2,32,2,0.0013807982740021575,0.0014134275618374558
unanimous,lagi yang,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,lahir di,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,lama lama,2,38,2,0.001639697950377562,0.0014134275618374558
unanimous,langsung di,2,42,2,0.0018122977346278317,0.0014134275618374558
unanimous,lebih banyak,2,70,2,0.0030204962243797194,0.0014134275618374558
unanimous,lebih besar,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,lebih cepat,2,36,2,0.0015533980582524273,0.0014134275618374558
unanimous,lebih gila,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,link di,2,177,2,0.007637540453074434,0.0014134275618374558
unanimous,love you,2,60,2,0.0025889967637540453,0.0014134275618374558
unanimous,makan siang,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,manusia yang,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,masa lalu,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,masuk ke,2,132,2,0.0056957928802588995,0.0014134275618374558
unanimous,mau makan,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,media israel,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,melaporkan bahwa,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,melarikan diri,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,membeli produk,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,memiliki hubungan,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,mendukung kemerdekaan,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,menewaskan lebih,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,mengungsi ke,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,menjadi sasaran,2,36,2,0.0015533980582524273,0.0014134275618374558
unanimous,menurut kalian,2,45,2,0.001941747572815534,0.0014134275618374558
unanimous,menyatakan bahwa,2,75,2,0.003236245954692557,0.0014134275618374558
unanimous,mereka dengan,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,mereka itu,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,mereka ke,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,merupakan salah,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,namun ia,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,negara arab,2,51,2,0.0022006472491909383,0.0014134275618374558
unanimous,of the,2,45,2,0.001941747572815534,0.0014134275618374558
unanimous,oleh hamas,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,orang dengan,2,37,2,0.0015965480043149947,0.0014134275618374558
unanimous,orang tewas,2,70,2,0.0030204962243797194,0.0014134275618374558
unanimous,pada bulan,2,34,2,0.0014670981661272923,0.0014134275618374558
unanimous,pada hari,2,142,2,0.0061272923408845735,0.0014134275618374558
unanimous,pagi buta,2,69,2,0.002977346278317152,0.0014134275618374558
unanimous,pak prabowo,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,palestina dari,2,61,2,0.0026321467098166127,0.0014134275618374558
unanimous,palestina palestine,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,paling banyak,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,pejuang hamas,2,57,2,0.002459546925566343,0.0014134275618374558
unanimous,pemilu 2024,2,81,2,0.003495145631067961,0.0014134275618374558
unanimous,pengungsi di,2,63,2,0.0027184466019417475,0.0014134275618374558
unanimous,pengungsi itu,2,63,2,0.0027184466019417475,0.0014134275618374558
unanimous,perang di,2,71,2,0.0030636461704422868,0.0014134275618374558
unanimous,perang yang,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,perempuan dan,2,55,2,0.0023732470334412083,0.0014134275618374558
unanimous,pernah terjadi,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,pesawat tempur,2,34,2,0.0014670981661272923,0.0014134275618374558
unanimous,pihak israel,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,pilpres 2024,2,64,2,0.002761596548004315,0.0014134275618374558
unanimous,pj gubernur,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,play store,2,50,2,0.002157497303128371,0.0014134275618374558
unanimous,pm israel,2,64,2,0.002761596548004315,0.0014134275618374558
unanimous,politik identitas,2,28,2,0.0012081984897518879,0.0014134275618374558
unanimous,prabowo gibran,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,produk dari,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,produk pro,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,produk produk,2,50,2,0.002157497303128371,0.0014134275618374558
unanimous,punya hak,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,rakyat aceh,2,47,2,0.0020280474649406687,0.0014134275618374558
unanimous,rata rata,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,rezim zionis,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,rohingya yang,2,262,2,0.011305285868392665,0.0014134275618374558
unanimous,saat itu,2,73,2,0.003149946062567422,0.0014134275618374558
unanimous,sakit al,2,83,2,0.003581445523193096,0.0014134275618374558
unanimous,sakit di,2,82,2,0.0035382955771305286,0.0014134275618374558
unanimous,sakit gaza,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,sebagai orang,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,sebagai tempat,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,sebagian besar,2,61,2,0.0026321467098166127,0.0014134275618374558
unanimous,sebuah rumah,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,sehari hari,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,sehingga tidak,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,sejak awal,2,39,2,0.0016828478964401295,0.0014134275618374558
unanimous,sekali lagi,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,selamat dari,2,25,2,0.0010787486515641855,0.0014134275618374558
unanimous,selengkapnya di,2,355,2,0.015318230852211435,0.0014134275618374558
unanimous,seluruh wilayah,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,semua negara,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,serangan hamas,2,104,2,0.004487594390507012,0.0014134275618374558
unanimous,sesuatu yang,2,31,2,0.00133764832793959,0.0014134275618374558
unanimous,setelah serangan,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,setiap orang,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,sipil dan,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,sipil yang,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,sudah tidak,2,29,2,0.0012513484358144553,0.0014134275618374558
unanimous,tank israel,2,40,2,0.001725997842502697,0.0014134275618374558
unanimous,tapi tidak,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,tenaga kerja,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,terafiliasi dengan,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,terbesar di,2,51,2,0.0022006472491909383,0.0014134275618374558
unanimous,terima kasih,2,106,2,0.004573894282632147,0.0014134275618374558
unanimous,terletak di,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,tersebar di,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,tersebut adalah,2,38,2,0.001639697950377562,0.0014134275618374558
unanimous,tersebut yang,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,terus bertambah,2,32,2,0.0013807982740021575,0.0014134275618374558
unanimous,tetapi juga,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,tiba tiba,2,58,2,0.0025026968716289105,0.0014134275618374558
unanimous,tidak hanya,2,76,2,0.003279395900755124,0.0014134275618374558
unanimous,tidak mampu,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,tinggal di,2,101,2,0.00435814455231931,0.0014134275618374558
unanimous,tolak israel,2,42,2,0.0018122977346278317,0.0014134275618374558
unanimous,tuan rumah,2,61,2,0.0026321467098166127,0.0014134275618374558
unanimous,umat beragama,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,unhcr dan,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,uni eropa,2,20,2,0.0008629989212513484,0.0014134275618374558
unanimous,untuk membela,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,untuk memilih,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,untuk mencari,2,46,2,0.0019848975188781013,0.0014134275618374558
unanimous,untuk menghentikan,2,44,2,0.0018985976267529665,0.0014134275618374558
unanimous,untuk para,2,53,2,0.0022869471413160735,0.0014134275618374558
unanimous,untuk tidak,2,50,2,0.002157497303128371,0.0014134275618374558
unanimous,vs israel,2,77,2,0.0033225458468176916,0.0014134275618374558
unanimous,wakil presiden,2,61,2,0.0026321467098166127,0.0014134275618374558
unanimous,warga setempat,2,35,2,0.0015102481121898597,0.0014134275618374558
unanimous,warga yang,2,47,2,0.0020280474649406687,0.0014134275618374558
unanimous,we love,2,57,2,0.002459546925566343,0.0014134275618374558
unanimous,wilayah yang,2,30,2,0.0012944983818770227,0.0014134275618374558
unanimous,yang belum,2,72,2,0.0031067961165048546,0.0014134275618374558
unanimous,yang berbeda,2,23,2,0.0009924487594390506,0.0014134275618374558
unanimous,yang dianggap,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,yang lain,2,54,2,0.002330097087378641,0.0014134275618374558
unanimous,yang lebih,2,108,2,0.004660194174757282,0.0014134275618374558
unanimous,yang memiliki,2,49,2,0.0021143473570658035,0.0014134275618374558
unanimous,yang merupakan,2,69,2,0.002977346278317152,0.0014134275618374558
unanimous,yang pernah,2,33,2,0.0014239482200647249,0.0014134275618374558
unanimous,yang pro,2,22,2,0.0009492988133764832,0.0014134275618374558
unanimous,yang punya,2,26,2,0.001121898597626753,0.0014134275618374558
unanimous,yang salah,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,yang sama,2,101,2,0.00435814455231931,0.0014134275618374558
unanimous,yang tak,2,78,2,0.003365695792880259,0.0014134275618374558
unanimous,yang terafiliasi,2,27,2,0.0011650485436893205,0.0014134275618374558
unanimous,yang terletak,2,24,2,0.001035598705501618,0.0014134275618374558
unanimous,yang udah,2,21,2,0.0009061488673139158,0.0014134275618374558
unanimous,yg gila,2,38,2,0.001639697950377562,0.0014134275618374558
unanimous,1 000,2,30,1,0.0012944983818770227,0.0007067137809187279
unanimous,1 2024,2,78,1,0.003365695792880259,0.0007067137809187279
unanimous,10 000,2,26,1,0.001121898597626753,0.0007067137809187279
unanimous,10 10,2,40,1,0.001725997842502697,0.0007067137809187279
unanimous,10 23,2,30,1,0.0012944983818770227,0.0007067137809187279
unanimous,10 oktober,2,57,1,0.002459546925566343,0.0007067137809187279
unanimous,100 000,2,29,1,0.0012513484358144553,0.0007067137809187279
unanimous,11 2023,2,182,1,0.007853290183387271,0.0007067137809187279
unanimous,12 2023,2,237,1,0.01022653721682848,0.0007067137809187279
unanimous,2 juta,2,31,1,0.00133764832793959,0.0007067137809187279
unanimous,2 tahun,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,2023 12,2,31,1,0.00133764832793959,0.0007067137809187279
unanimous,2023 yang,2,34,1,0.0014670981661272923,0.0007067137809187279
unanimous,2024 di,2,41,1,0.0017691477885652643,0.0007067137809187279
unanimous,24 12,2,27,1,0.0011650485436893205,0.0007067137809187279
unanimous,24 jam,2,48,1,0.002071197411003236,0.0007067137809187279
unanimous,3 4,2,29,1,0.0012513484358144553,0.0007067137809187279
unanimous,3 hari,2,27,1,0.0011650485436893205,0.0007067137809187279
unanimous,4 000,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,4 hari,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,400 orang,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,5 juta,2,39,1,0.0016828478964401295,0.0007067137809187279
unanimous,500 orang,2,34,1,0.0014670981661272923,0.0007067137809187279
unanimous,7 10,2,53,1,0.0022869471413160735,0.0007067137809187279
unanimous,7 5,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,a n,2,28,1,0.0012081984897518879,0.0007067137809187279
unanimous,a t,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,abu janda,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,aceh dan,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,aceh yara,2,33,1,0.0014239482200647249,0.0007067137809187279
unanimous,ada beberapa,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,ada satu,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,adalah salah,2,31,1,0.00133764832793959,0.0007067137809187279
unanimous,adalah seorang,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,advokasi rakyat,2,33,1,0.0014239482200647249,0.0007067137809187279
unanimous,agresi israel,2,80,1,0.003451995685005394,0.0007067137809187279
unanimous,air mata,2,27,1,0.0011650485436893205,0.0007067137809187279
unanimous,akan melakukan,2,36,1,0.0015533980582524273,0.0007067137809187279
unanimous,akan terjadi,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,akan terus,2,68,1,0.0029341963322545845,0.0007067137809187279
unanimous,akan tetapi,2,32,1,0.0013807982740021575,0.0007067137809187279
unanimous,aksi pengusiran,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,aku tidak,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,al ahli,2,42,1,0.0018122977346278317,0.0007067137809187279
unanimous,al jazeera,2,56,1,0.0024163969795037757,0.0007067137809187279
unanimous,al shifa,2,87,1,0.0037540453074433656,0.0007067137809187279
unanimous,antara israel,2,103,1,0.0044444444444444444,0.0007067137809187279
unanimous,as dan,2,39,1,0.0016828478964401295,0.0007067137809187279
unanimous,atau klik,2,75,1,0.003236245954692557,0.0007067137809187279
unanimous,ayo kita,2,60,1,0.0025889967637540453,0.0007067137809187279
unanimous,baca artikel,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,baca berita,2,111,1,0.004789644012944984,0.0007067137809187279
unanimous,badai al,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,bagi israel,2,25,1,0.0010787486515641855,0.0007067137809187279
unanimous,bagi para,2,32,1,0.0013807982740021575,0.0007067137809187279
unanimous,bagi umat,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,bagi warga,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,bahan bakar,2,48,1,0.002071197411003236,0.0007067137809187279
unanimous,bahasa indonesia,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,baik baik,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,banda aceh,2,268,1,0.011564185544768069,0.0007067137809187279
unanimous,banget ya,2,28,1,0.0012081984897518879,0.0007067137809187279
unanimous,bangsa dan,2,26,1,0.001121898597626753,0.0007067137809187279
unanimous,bantuan kemanusiaan,2,75,1,0.003236245954692557,0.0007067137809187279
unanimous,bantuan untuk,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,banyak lagi,2,27,1,0.0011650485436893205,0.0007067137809187279
unanimous,barang barang,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,barat dan,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,baru di,2,49,1,0.0021143473570658035,0.0007067137809187279
unanimous,beberapa waktu,2,32,1,0.0013807982740021575,0.0007067137809187279
unanimous,bekerja di,2,35,1,0.0015102481121898597,0.0007067137809187279
unanimous,bekerja sama,2,36,1,0.0015533980582524273,0.0007067137809187279
unanimous,belah pihak,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,bella hadid,2,40,1,0.001725997842502697,0.0007067137809187279
unanimous,berangkat dari,2,36,1,0.0015533980582524273,0.0007067137809187279
unanimous,berbagai sumber,2,24,1,0.001035598705501618,0.0007067137809187279
unanimous,berita selengkapnya,2,148,1,0.006386192017259979,0.0007067137809187279
unanimous,berkumpul di,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,bersama sama,2,50,1,0.002157497303128371,0.0007067137809187279
unanimous,bertemu dengan,2,34,1,0.0014670981661272923,0.0007067137809187279
unanimous,besar yang,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,bio atau,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,bisa bikin,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,bisa gila,2,78,1,0.003365695792880259,0.0007067137809187279
unanimous,breaking news,2,54,1,0.002330097087378641,0.0007067137809187279
unanimous,buat yang,2,36,1,0.0015533980582524273,0.0007067137809187279
unanimous,cepat indonesia,2,39,1,0.0016828478964401295,0.0007067137809187279
unanimous,cepat jakarta,2,48,1,0.002071197411003236,0.0007067137809187279
unanimous,china dan,2,75,1,0.003236245954692557,0.0007067137809187279
unanimous,china di,2,97,1,0.00418554476806904,0.0007067137809187279
unanimous,china kcic,2,31,1,0.00133764832793959,0.0007067137809187279
unanimous,china pada,2,26,1,0.001121898597626753,0.0007067137809187279
unanimous,chris martin,2,37,1,0.0015965480043149947,0.0007067137809187279
unanimous,cnbc indonesia,2,32,1,0.0013807982740021575,0.0007067137809187279
unanimous,cnn indonesia,2,45,1,0.001941747572815534,0.0007067137809187279
unanimous,dah gila,2,42,1,0.0018122977346278317,0.0007067137809187279
unanimous,dalam beberapa,2,54,1,0.002330097087378641,0.0007067137809187279
unanimous,dalam kasus,2,37,1,0.0015965480043149947,0.0007067137809187279
unanimous,dalam keadaan,2,45,1,0.001941747572815534,0.0007067137809187279
unanimous,dalam konflik,2,27,1,0.0011650485436893205,0.0007067137809187279
unanimous,dalam rangka,2,61,1,0.0026321467098166127,0.0007067137809187279
unanimous,dalam satu,2,40,1,0.001725997842502697,0.0007067137809187279
unanimous,dalam sebuah,2,73,1,0.003149946062567422,0.0007067137809187279
unanimous,dan amerika,2,31,1,0.00133764832793959,0.0007067137809187279
unanimous,dan beradab,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,dan china,2,73,1,0.003149946062567422,0.0007067137809187279
unanimous,dan ham,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,dan hamas,2,81,1,0.003495145631067961,0.0007067137809187279
unanimous,dan indonesia,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,dan kami,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,dan katolik,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,dan keluarga,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,dan kita,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,dan konflik,2,23,1,0.0009924487594390506,0.0007067137809187279
unanimous,dan lainnya,2,20,1,0.0008629989212513484,0.0007067137809187279
unanimous,dan masyarakat,2,36,1,0.0015533980582524273,0.0007067137809187279
unanimous,dan perempuan,2,22,1,0.0009492988133764832,0.0007067137809187279
unanimous,dan rakyat,2,21,1,0.0009061488673139158,0.0007067137809187279
unanimous,darat di,2,22,1,0.0009492988133764832,0.0007067137809187279
